20190402_151219.jpg,55.52,130.29,141.45
20190402_151233.jpg,57.10,130.09,143.22
1096,56.31,130.19,142.34
20190402_160155.jpg,61.01,129.95,140.87
20190402_160212.jpg,60.25,129.90,141.29
1092,60.64,129.93,141.09
20190402_161948.jpg,63.12,129.77,140.77
20190402_161958.jpg,65.41,129.80,141.95
1088,64.27,129.79,141.36
20190402_170202.jpg,66.52,129.07,140.81
20190402_170216.jpg,67.72,129.16,143.05
1084,67.12,129.12,141.94
20190402_173236.jpg,69.73,128.79,140.91
20190402_173251.jpg,70.96,129.83,142.12
1080,70.35,129.31,141.52
20190402_193738.jpg,75.26,129.50,140.58
20190402_193752.jpg,76.31,129.74,140.15
1076,75.79,129.62,140.37
20190402_201714.jpg,81.51,129.85,140.24
20190402_201726.jpg,82.60,129.72,141.96
1072,82.06,129.79,141.1
20190402_205110.jpg,85.68,129.83,139.34
20190402_205125.jpg,86.68,129.94,140.78
1068,86.18,129.89,140.06
20190402_212728.jpg,87.61,129.88,139.49
20190402_212808.jpg,89.93,129.97,143.49
1064,88.77,129.93,141.49
20190402_220914.jpg,90.63,129.73,139.73
20190402_220926.jpg,91.70,129.63,139.83
1060,91.17,129.68,139.79
20190403_102933.jpg,92.57,129.25,139.35
20190403_102946.jpg,93.35,129.67,140.37
1056,92.96,129.46,139.86
20190403_110348.jpg,95.52,129.95,140.32
20190403_110406.jpg,95.39,129.19,140.73
1052,95.46,129.58,140.53
20190403_120907.jpg,96.88,128.70,138.74
20190403_120922.jpg,97.87,129.68,141.64
1048,97.38,129.19,140.2
20190403_173538.jpg,99.33,128.27,139.03
20190403_173550.jpg,98.98,128.09,139.56
1045,99.16,128.18,139.3
