20190320_162448.jpg,12.08,123.03,133.02
20190320_162623.jpg,11.08,123.48,132.63
1237,11.59,123.26,132.83
20190320_172039.jpg,18.44,121.48,135.01
20190320_172142.jpg,21.8,120.62,136.22
1233,20.13,121.05,135.62
20190321_151704.jpg,20.03,121,135.62
20190321_151755.jpg,20.83,120.87,135.76
1228,20.43,120.94,135.7
20190321_155225.jpg,19.69,121.25,135.5
20190321_155312.jpg,19.5,121.27,135.54
1224,19.6,121.26,135.53
20190321_162816.jpg,19.28,121.27,135.49
20190321_162901.jpg,19.66,121.26,135.52
1220,19.47,121.27,135.51
20190321_170737.jpg,21.14,120.71,136.02
20190321_170815.jpg,20.07,121.10,135.63
1215,20.61,120.91,135.83
20190321_173132.jpg,10.90,123.48,132.58
20190321_173213.jpg,15.80,121.99,134.25
1210,13.35,122.74,133.42
20190321_211404.jpg,23.12,120.15,136.84
20190321_211436.jpg,22.54,120.39,136.51
1205,22.84,120.28,136.68
20190322_120309.jpg,21.91,120.66,136.29
20190322_120344.jpg,21.67,120.68,136.12
1202,21.79,120.68,136.21
20190325_145742.jpg,19.73,121.25,135.35
20190325_145828.jpg,19.44,121.36,135.10
1196,19.59,121.31,135.23
20190325_155149.jpg,19.86,121.20,135.45
20190325_155229.jpg,19.76,121.16,135.43
1192,19.82,121.19,135.44
20190325_163612.jpg,20.23,120.39,137.21
20190325_163648.jpg,19.49,120.54,137.03
1188,19.87,120.47,137.13
20190325_170810.jpg,21.28,120.01,137.67
20190325_170839.jpg,20.87,120.09,137.55
1184,21.08,120.05,137.62
20190325_170810.jpg,21.28,120.01,137.67
20190325_170839.jpg,20.87,120.09,137.55
1180,21.08,120.05,137.62
20190325_214541.jpg,21.15,120.12,137.66
20190325_214611.jpg,21.28,119.95,137.88
1176,21.22,120.04,137.77
20190325_222608.jpg,22.21,119.78,137.86
20190325_222635.jpg,22.22,119.73,137.94
1172,22.22,119.76,137.9
20190325_230649.jpg,24.49,119.35,138.61
20190325_230717.jpg,23.29,119.54,138.40
1168,23.89,119.45,138.51
20190326_164619.jpg,26.06,119.21,138.86
20190326_164657.jpg,26.31,119.19,138.95
1164,26.19,119.21,138.91
20190326_171832.jpg,25.33,119.22,138.92
20190326_171906.jpg,24.54,119.38,138.81
1160,24.94,119.3,138.87
20190326_175326.jpg,25.90,119.09,138.95
20190326_175355.jpg,25.67,119.19,138.97
1156,25.79,119.15,138.97
20190327_105021.jpg,26.40,119.04,139.88
20190327_105051.jpg,26.78,118.97,140.10
1152,26.59,119.01,140. 
20190327_113531.jpg,27.73,118.75,140.38
20190327_113603.jpg,28.32,118.74,140.60
1148,28.03,118.75,140.5
20190327_154336.jpg,28.24,118.96,139.28
20190327_154406.jpg,28.58,118.79,139.70
1144,28.41,118.88,139.5
20190327_161417.jpg,30.28,118.64,141.08
20190327_161445.jpg,30.86,118.57,141.17
1140,30.57,118.61,141.13
20190327_164827.jpg,32.66,118.27,141.68
20190327_164858.jpg,32.60,118.32,141.70
1136,32.64,118.3,141.69
20190327_172122.jpg,36.40,117.96,142.70
20190327_172156.jpg,37.06,117.82,142.83
1132,36.73,117.89,142.77
20190327_174502.jpg,36.19,117.95,142.91
20190327_174529.jpg,37.79,117.61,143.40
1128,37.,117.79,143.16
20190328_220604.jpg,37.02,117.88,143.82
20190328_220632.jpg,37.25,117.71,144.03
1124,37.14,117.8,143.93
20190329_102939.jpg,39.95,117.37,144.57
20190329_103105.jpg,42.99,116.44,146.11
1120,41.47,116.91,145.35
20190329_110538.jpg,43.28,116.55,146.28
20190329_110555.jpg,44.00,116.43,146.71
1116,43.64,116.5,146.5
20190329_111524.jpg,46.03,115.91,147.51
20190329_111543.jpg,47.33,115.75,148.09
1112,46.69,115.83,147.81
20190329_120855.jpg,48.25,115.80,148.33
20190329_120917.jpg,49.11,115.62,148.55
1108,48.68,115.71,148.44
20190402_095552.jpg,46.99,115.50,147.19
20190402_095611.jpg,47.46,115.53,146.99
20190402_100735.jpg,50.90,114.92,149.53
20190402_100754.jpg,51.67,114.76,149.49
1104,51.29,114.84,149.52
20190402_112138.jpg,52.57,114.41,149.08
20190402_112155.jpg,53.37,114.40,149.00
1100,52.98,114.41,149.04
20190402_150731.jpg,56.17,114.02,150.34
20190402_150751.jpg,56.00,114.02,150.43
1096,56.09,114.03,150.39
20190402_155845.jpg,57.27,114.15,148.87
20190402_155900.jpg,59.82,113.76,149.06
1092,58.55,113.96,148.97
20190402_161551.jpg,63.26,113.23,150.67
20190402_161610.jpg,62.69,113.21,150.73
1088,62.98,113.22,150.71
20190402_165816.jpg,65.17,112.56,150.96
20190402_165832.jpg,65.88,112.35,150.97
1084,65.53,112.46,150.97
20190402_172925.jpg,68.92,112.02,150.66
20190402_172942.jpg,69.75,111.86,150.79
1080,69.34,111.95,150.73
20190402_193316.jpg,76.49,110.80,150.84
20190402_193333.jpg,76.61,110.79,150.70
1076,76.55,110.8,150.78
20190402_201418.jpg,81.78,110.28,150.93
20190402_201432.jpg,82.45,110.23,150.98
1072,82.12,110.26,150.96
20190402_204822.jpg,85.52,110.01,150.24
20190402_204837.jpg,86.16,109.94,150.41
1068,85.85,109.98,150.33
20190402_212419.jpg,87.97,109.96,149.97
20190402_212434.jpg,88.86,109.74,150.17
1064,88.42,109.86,150.07
20190402_220611.jpg,90.57,109.56,149.66
20190402_220625.jpg,91.68,109.49,149.78
1060,91.13,109.53,149.72
20190403_102601.jpg,92.89,109.22,149.66
20190403_102616.jpg,94.40,109.01,149.52
1056,93.65,109.12,149.6
20190403_110433.jpg,96.53,108.97,148.40
20190403_110447.jpg,97.44,108.85,148.58
1052,96.99,108.92,148.49
20190403_120827.jpg,98.64,108.48,148.97
20190403_120839.jpg,98.63,108.53,148.86
1048,98.64,108.51,148.92
20190403_173206.jpg,99.40,108.77,148.24
20190403_173219.jpg,100.90,108.62,148.56
1045,100.16,108.7,148.4

